Federal Provider Number,Provider Name,Provider City,Provider State,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Most Recent Health Inspection More Than 2 Years Ago,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date,Latitude,Adjusted Total Nurse Staffing Hours per Resident per Day,Longitude
145837,PITTSFIELD MANOR,PITTSFIELD,IL,62363,Pike,Non profit - Corporation,89,56,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,3.0,65.0,0,4,1,$17095.00,0,1,"610 LOWRY STREET
PITTSFIELD, IL 62363
(39.601397, -90.813718)",09/01/2016,39.601397,4.74423,-90.813718
145475,INTEGRITY HC OF CHESTER,CHESTER,IL,62233,Randolph,For profit - Corporation,111,42,Medicare and Medicaid,False,False,Yes,1.0,2.0,3.0,2.0,63.333,0,25,0,$0.00,0,0,"770 STATE STREET
CHESTER, IL 62233
(37.913366, -89.821783)",09/01/2016,37.913366,3.76971,-89.821783
145102,MEMORIAL CARE CENTER,BELLEVILLE,IL,62226,St. Clair,Non profit - Other,82,65,Medicare and Medicaid,False,False,Yes,5.0,5.0,4.0,5.0,11.333,0,0,0,$0.00,0,0,"4315 MEMORIAL DRIVE
BELLEVILLE, IL 62226
(38.5489, -90.019827)",09/01/2016,38.5489,4.29082,-90.019827
155202,"WATERS OF GREENCASTLE, THE",GREENCASTLE,IN,46135,Putnam,Non profit - Corporation,100,81,Medicare and Medicaid,False,False,Yes,2.0,3.0,1.0,2.0,42.0,0,7,1,$4680.00,0,1,"1601 HOSPITAL DR
GREENCASTLE, IN 46135
(39.622078, -86.845985)",09/01/2016,39.622078,3.25121,-86.845985
155235,MILLER'S MERRY MANOR,LOGANSPORT,IN,46947,Cass,For profit - Corporation,127,109,Medicare and Medicaid,False,False,Yes,5.0,4.0,3.0,3.0,18.667,2,0,0,$0.00,0,0,"200 26TH ST
LOGANSPORT, IN 46947
(40.76045, -86.334685)",09/01/2016,40.76045,3.40441,-86.334685
155072,BEECH GROVE MEADOWS,BEECH GROVE,IN,46107,Marion,Non profit - Corporation,133,104,Medicare and Medicaid,False,False,Yes,5.0,3.0,4.0,4.0,29.333,1,5,0,$0.00,0,0,"2002 ALBANY ST
BEECH GROVE, IN 46107
(39.723343, -86.105334)",09/01/2016,39.723343,3.71002,-86.105334
146103,HENDERSON COUNTY RET CENTER,STRONGHURST,IL,61480,Henderson,Non profit - Other,60,38,Medicare and Medicaid,False,False,Yes,3.0,3.0,1.0,2.0,44.667,1,3,0,$0.00,0,0,"604 OAKWOOD DRIVE
STRONGHURST, IL 61480
(40.741825, -90.914265)",09/01/2016,40.741825,3.17554,-90.914265
145386,SOUTHGATE HEALTH CARE CENTER,METROPOLIS,IL,62960,Massac,For profit - Corporation,140,119,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,3.0,22.667,0,4,0,$0.00,0,0,"900 EAST NINTH STREET
METROPOLIS, IL 62960
(37.150259, -88.720762)",09/01/2016,37.150259,4.04259,-88.720762
146013,BERKELEY NURSING & REHAB CENTER,OAK PARK,IL,60302,Cook,For profit - Individual,72,57,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,1.0,79.333,4,20,0,$0.00,0,0,"6909 WEST NORTH AVENUE
OAK PARK, IL 60302
(41.90894, -87.79902)",09/01/2016,41.90894,2.74113,-87.79902
146096,RIDGEVIEW CARE CENTER,OBLONG,IL,62449,Crawford,For profit - Corporation,55,51,Medicare and Medicaid,False,False,Yes,3.0,4.0,4.0,3.0,29.333,0,0,0,$0.00,0,0,"413 RIDGE LANE
OBLONG, IL 62449
(38.995088, -87.906376)",09/01/2016,38.995088,4.25975,-87.906376
145702,FAIR OAKS REHAB & HEALTHCARE,SOUTH BELOIT,IL,61080,Winnebago,For profit - Corporation,78,71,Medicare and Medicaid,False,False,Yes,4.0,4.0,2.0,4.0,31.333,0,4,0,$0.00,0,0,"1515 BLACKHAWK BOULEVARD
SOUTH BELOIT, IL 61080
(42.479557, -89.045372)",09/01/2016,42.479557,3.02519,-89.045372
145921,HITZ MEMORIAL HOME,ALHAMBRA,IL,62001,Madison,Non profit - Church related,59,51,Medicare and Medicaid,False,False,Yes,5.0,4.0,4.0,3.0,14.667,0,2,0,$0.00,0,0,"201 BELLE STREET
ALHAMBRA, IL 62001
(38.886999, -89.731729)",09/01/2016,38.886999,4.3164,-89.731729
145278,STERLING PAVILION,STERLING,IL,61081,Whiteside,For profit - Partnership,121,84,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,2.0,236.0,3,23,6,$48908.00,0,6,"105 EAST 23RD STREET
STERLING, IL 61081
(41.808803, -89.697651)",09/01/2016,41.808803,2.40464,-89.697651
145951,PASSAVANT AREA HOSPITAL,JACKSONVILLE,IL,62650,Morgan,Non profit - Corporation,15,15,Medicare,True,False,Yes,4.0,5.0,5.0,5.0,12.0,0,0,0,$0.00,0,0,"1600 W WALNUT STREET
JACKSONVILLE, IL 62650
(39.745268, -90.259872)",09/01/2016,39.745268,5.15197,-90.259872
145697,KNOX COUNTY NURSING HOME,KNOXVILLE,IL,61448,Knox,Government - County,169,129,Medicare and Medicaid,False,False,Yes,5.0,5.0,4.0,4.0,12.0,0,0,0,$0.00,0,0,"800 NORTH MARKET STREET
KNOXVILLE, IL 61448
(40.917589, -90.284867)",09/01/2016,40.917589,4.74499,-90.284867
155214,ST ANTHONY HOME - CROWN POINT,CROWN POINT,IN,46307,Lake,Non profit - Corporation,189,171,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,3.0,61.333,0,8,1,$12285.00,0,1,"203 FRANCISCAN DR
CROWN POINT, IN 46307
(41.398432, -87.366924)",09/01/2016,41.398432,3.79544,-87.366924
145722,"UNITED METHODIST VILLAGE, NORTH CAMPUS",LAWRENCEVILLE,IL,62439,Lawrence,Non profit - Church related,98,62,Medicare and Medicaid,False,False,Yes,5.0,4.0,5.0,5.0,18.667,0,1,0,$0.00,0,0,"2101 JAMES STREET
LAWRENCEVILLE, IL 62439
(38.724103, -87.695866)",09/01/2016,38.724103,4.57415,-87.695866
145878,ST PATRICK'S RESIDENCE,NAPERVILLE,IL,60563,Du Page,Non profit - Corporation,209,183,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,4.0,24.0,0,1,0,$0.00,0,0,"1400 BROOKDALE ROAD
NAPERVILLE, IL 60563
(41.784734, -88.183202)",09/01/2016,41.784734,3.3403,-88.183202
145992,APERION CARE COLFAX,COLFAX,IL,61728,Mc Lean,For profit - Corporation,60,31,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,1.0,372.833,5,29,2,$175608.00,1,3,"402 SOUTH HARRISON
COLFAX, IL 61728
(40.559879, -88.612834)",09/01/2016,40.559879,3.17639,-88.612834
145649,ODIN HEALTH CARE CENTER,ODIN,IL,62870,Marion,For profit - Partnership,99,92,Medicare and Medicaid,False,False,Yes,2.0,3.0,1.0,2.0,36.667,0,2,0,$0.00,0,0,"300 GREEN STREET
ODIN, IL 62870
(38.620414, -89.051194)",09/01/2016,38.620414,2.69089,-89.051194
14E360,SHELDON HEALTH CARE CENTER,SHELDON,IL,60966,Iroquois,For profit - Corporation,31,22,Medicaid,False,False,Yes,5.0,3.0,4.0,4.0,31.333,0,0,0,$0.00,0,0,"170 WEST CONCORD
SHELDON, IL 60966
(40.772991, -87.564516)",09/01/2016,40.772991,3.73421,-87.564516
145611,ST JAMES WELLNESS REHAB VILLAS,CRETE,IL,60417,Will,For profit - Corporation,110,75,Medicare and Medicaid,False,False,Yes,3.0,2.0,,,49.333,4,19,0,$0.00,0,0,"1251 EAST RICHTON ROAD
CRETE, IL 60417
(41.457458, -87.581269)",09/01/2016,41.457458,,-87.581269
145445,OAK HILL,WATERLOO,IL,62298,Monroe,Government - County,131,128,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,4.0,14.0,0,0,0,$0.00,0,0,"623 HAMACHER STREET
WATERLOO, IL 62298
(38.345547, -90.132086)",09/01/2016,38.345547,3.46877,-90.132086
145932,CITADEL CARE CENTER-WILMETTE,WILMETTE,IL,60091,Cook,For profit - Partnership,80,58,Medicare and Medicaid,False,False,Yes,5.0,3.0,4.0,5.0,34.667,0,1,0,$0.00,0,0,"432 POPLAR DRIVE
WILMETTE, IL 60091
(42.072876, -87.705222)",09/01/2016,42.072876,3.88456,-87.705222
145536,PRESENCE OUR LADY OF VICTORY,BOURBONNAIS,IL,60914,Kankakee,Non profit - Church related,107,94,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,4.0,37.333,0,0,0,$0.00,0,0,"20 BRIARCLIFF LANE
BOURBONNAIS, IL 60914
(41.153978, -87.894614)",09/01/2016,41.153978,3.57003,-87.894614
145606,WINDSOR PARK MANOR,CAROL STREAM,IL,60188,Du Page,Non profit - Church related,48,31,Medicare and Medicaid,False,False,Yes,4.0,3.0,,,30.667,0,1,0,$0.00,0,0,"110 WINDSOR PARK DRIVE
CAROL STREAM, IL 60188
(41.901856, -88.132603)",09/01/2016,41.901856,,-88.132603
115701,CHATUGE REGIONAL NURSING HOME,HIAWASSEE,GA,30546,Towns,Non profit - Corporation,112,110,Medicare and Medicaid,True,False,Yes,1.0,1.0,1.0,2.0,45.0,0,0,1,$14560.00,0,1,"386 BELAIRE DRIVE
HIAWASSEE, GA 30546
(34.948414, -83.747006)",09/01/2016,34.948414,3.1264,-83.747006
115717,RELIABLE HEALTH & REHAB AT LAKEWOOD,ATLANTA,GA,30310,Fulton,For profit - Individual,100,88,Medicare and Medicaid,False,False,Yes,3.0,3.0,2.0,2.0,15.333,0,0,0,$0.00,0,0,"1980 ARROW STREET
ATLANTA, GA 30310
(33.700052, -84.425998)",09/01/2016,33.700052,3.62848,-84.425998
155228,HERITAGE HOUSE OF RICHMOND,RICHMOND,IN,47374,Wayne,Government - County,87,65,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,4.0,31.333,0,4,0,$0.00,0,0,"2070 CHESTER BLVD
RICHMOND, IN 47374
(39.861764, -84.888686)",09/01/2016,39.861764,3.53526,-84.888686
145972,PRESENCE COR MARIAE CENTER,ROCKFORD,IL,61114,Winnebago,Non profit - Church related,73,64,Medicare and Medicaid,False,False,Yes,4.0,2.0,4.0,3.0,52.0,2,7,2,$2796.00,0,2,"3330 MARIA LINDEN DRIVE
ROCKFORD, IL 61114
(42.307831, -89.014291)",09/01/2016,42.307831,4.71869,-89.014291
145495,MEDINA NURSING CENTER,DURAND,IL,61024,Winnebago,For profit - Corporation,89,63,Medicare and Medicaid,False,False,Yes,5.0,5.0,2.0,4.0,6.0,0,2,0,$0.00,0,0,"402 SOUTH CENTER STREET
DURAND, IL 61024
(42.43612, -89.331899)",09/01/2016,42.43612,3.19222,-89.331899
145420,BRIDGEWAY SENIOR LIVING,BENSENVILLE,IL,60106,Du Page,For profit - Individual,222,182,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,2.0,96.0,0,39,0,$0.00,0,0,"111 EAST WASHINGTON
BENSENVILLE, IL 60106
(41.947926, -87.937771)",09/01/2016,41.947926,2.64547,-87.937771
146069,"EAST BANK CENTER, LLC",LOVES PARK,IL,61111,Winnebago,For profit - Corporation,54,25,Medicare and Medicaid,False,False,Yes,5.0,4.0,5.0,5.0,18.0,0,1,0,$0.00,0,0,"6131 PARK RIDGE ROAD
LOVES PARK, IL 61111
(42.318254, -89.06808)",09/01/2016,42.318254,6.04389,-89.06808
145793,RENAISSANCE CARE CENTER,CANTON,IL,61520,Fulton,For profit - Corporation,120,62,Medicare and Medicaid,False,False,Yes,3.0,2.0,5.0,5.0,70.667,0,10,1,$1040.00,0,1,"1675 EAST ASH STREET
CANTON, IL 61520
(40.560804, -90.006248)",09/01/2016,40.560804,6.59976,-90.006248
115657,ELBERTA HEALTH CARE,WARNER ROBINS,GA,31093,Houston,For profit - Corporation,66,57,Medicare and Medicaid,False,False,Yes,2.0,3.0,1.0,1.0,11.333,0,0,0,$0.00,0,0,"419 ELBERTA ROAD
WARNER ROBINS, GA 31093
(32.652796, -83.624725)",09/01/2016,32.652796,2.94344,-83.624725
146045,HELIA HEALTHCARE OF ENERGY,ENERGY,IL,62933,Williamson,For profit - Corporation,91,58,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,5.0,31.333,0,2,0,$0.00,0,0,"210 EAST COLLEGE
ENERGY, IL 62933
(37.773911, -89.025047)",09/01/2016,37.773911,3.83585,-89.025047
155217,"WATERS OF HUNTINGBURG, THE",HUNTINGBURG,IN,47542,Dubois,Government - County,95,68,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,74.0,0,9,2,$17680.00,0,2,"1712 LELAND DR
HUNTINGBURG, IN 47542
(38.312309, -86.959603)",09/01/2016,38.312309,3.40561,-86.959603
115703,GLENWOOD HEALTHCARE,GLENWOOD,GA,30428,Wheeler,For profit - Corporation,50,43,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,2.0,10.667,0,0,0,$0.00,0,0,"41 NORTH 5TH AVENUE
GLENWOOD, GA 30428
(32.176773, -82.676018)",09/01/2016,32.176773,3.77903,-82.676018
145027,HEARTLAND OF MOLINE,MOLINE,IL,61265,Rock Island,For profit - Corporation,149,109,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,2.0,75.333,0,14,0,$0.00,0,0,"833 SIXTEENTH AVENUE
MOLINE, IL 61265
(41.496831, -90.525608)",09/01/2016,41.496831,3.25554,-90.525608
145062,HERITAGE HEALTH-STREATOR,STREATOR,IL,61364,La Salle,For profit - Corporation,130,112,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,4.0,5.333,0,0,0,$0.00,0,0,"1525 EAST MAIN STREET
STREATOR, IL 61364
(41.121019, -88.81226)",09/01/2016,41.121019,3.32574,-88.81226
145949,HILLCREST HOME,GENESEO,IL,61254,Henry,Government - City/county,106,95,Medicare and Medicaid,False,False,Yes,5.0,5.0,4.0,4.0,13.333,0,0,0,$0.00,0,0,"14688 ILLINOIS HIGHWAY
GENESEO, IL 61254
(41.363874, -90.16506)",09/01/2016,41.363874,4.01391,-90.16506
145853,CENTRAL BAPTIST VILLAGE,NORRIDGE,IL,60656,Cook,Non profit - Church related,120,111,Medicare and Medicaid,False,False,Yes,5.0,3.0,5.0,5.0,40.0,0,3,0,$0.00,0,0,"4747 NORTH CANFIELD AVENUE
NORRIDGE, IL 60656
(41.96634, -87.826748)",09/01/2016,41.96634,4.42207,-87.826748
145237,GENERATIONS AT REGENCY,NILES,IL,60714,Cook,For profit - Corporation,300,220,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,2.0,122.0,4,25,2,$16098.00,0,2,"6631 MILWAUKEE AVENUE
NILES, IL 60714
(42.00205, -87.792116)",09/01/2016,42.00205,2.95857,-87.792116
155120,GOLDEN LIVING CENTER-BRANDYWINE,GREENFIELD,IN,46140,Hancock,For profit - Corporation,128,109,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,1.0,116.333,0,8,1,$2275.00,0,1,"745 N SWOPE ST
GREENFIELD, IN 46140
(39.792872, -85.765225)",09/01/2016,39.792872,2.76397,-85.765225
145803,SYMPHONY EVANSTON HEALTHCARE,EVANSTON,IL,60201,Cook,For profit - Individual,148,100,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,5.0,43.333,6,1,0,$0.00,0,0,"820 FOSTER STREET
EVANSTON, IL 60201
(42.053901, -87.682813)",09/01/2016,42.053901,4.4094,-87.682813
145806,WARREN PARK HEALTH & LIVING CTR,CHICAGO,IL,60645,Cook,For profit - Corporation,127,118,Medicare and Medicaid,False,False,Yes,3.0,4.0,1.0,1.0,18.667,0,4,0,$0.00,0,0,"6700 NORTH DAMEN AVENUE
CHICAGO, IL 60645
(42.003616, -87.680325)",09/01/2016,42.003616,2.8764,-87.680325
146019,WABASH CHRISTIAN RETIREMENT,CARMI,IL,62821,White,Non profit - Corporation,156,124,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,4.0,17.333,0,5,0,$0.00,0,0,"216 COLLEGE BOULEVARD
CARMI, IL 62821
(38.081162, -88.171034)",09/01/2016,38.081162,3.88663,-88.171034
146144,STONEBRIDGE SENIOR LIVING CENTER,BENTON,IL,62812,Franklin,For profit - Corporation,80,57,Medicare and Medicaid,False,False,Yes,3.0,4.0,3.0,4.0,22.667,0,0,0,$0.00,0,0,"902 SOUTH MCLEANSBORO
BENTON, IL 62812
(37.987091, -88.909984)",09/01/2016,37.987091,3.30686,-88.909984
145409,COVENANT HLTH CR CTR-BATAVIA,BATAVIA,IL,60510,Kane,Non profit - Church related,99,76,Medicare and Medicaid,False,False,Yes,5.0,3.0,5.0,5.0,36.0,0,3,0,$0.00,0,0,"831 NORTH BATAVIA AVENUE
BATAVIA, IL 60510
(41.863356, -88.31369)",09/01/2016,41.863356,4.65369,-88.31369
145927,WINDMILL NURSING PAVILION,SOUTH HOLLAND,IL,60473,Cook,For profit - Corporation,150,121,Medicare and Medicaid,False,False,Yes,2.0,2.0,2.0,3.0,64.667,4,13,1,$14333.00,0,1,"16000 SOUTH WABASH
SOUTH HOLLAND, IL 60473
(41.604308, -87.61471)",09/01/2016,41.604308,2.94405,-87.61471
145970,VILLA AT WINDSOR PARK,CHICAGO,IL,60649,Cook,For profit - Corporation,240,184,Medicare and Medicaid,False,False,Yes,2.0,1.0,4.0,4.0,80.667,0,14,0,$0.00,0,0,"2649 EAST 75TH ST
CHICAGO, IL 60649
(41.759323, -87.559692)",09/01/2016,41.759323,3.87116,-87.559692
145382,LEE MANOR,DES PLAINES,IL,60018,Cook,For profit - Corporation,262,223,Medicare and Medicaid,False,False,Yes,3.0,2.0,3.0,5.0,63.333,10,5,0,$0.00,1,1,"1301 LEE STREET
DES PLAINES, IL 60018
(42.029352, -87.894401)",09/01/2016,42.029352,2.94871,-87.894401
146056,PRESENCE HERITAGE VILLAGE,KANKAKEE,IL,60901,Kankakee,Non profit - Church related,51,35,Medicare,False,False,Yes,4.0,4.0,4.0,4.0,20.0,0,14,0,$0.00,0,0,"901 NORTH ENTRANCE AVENUE
KANKAKEE, IL 60901
(41.131571, -87.86975)",09/01/2016,41.131571,4.82593,-87.86975
145757,INTEGRITY HC OF CARBONDALE,CARBONDALE,IL,62901,Jackson,For profit - Corporation,131,59,Medicare and Medicaid,False,False,Yes,1.0,2.0,2.0,2.0,51.333,0,11,0,$0.00,0,0,"120 NORTH TOWER ROAD
CARBONDALE, IL 62901
(37.726976, -89.255767)",09/01/2016,37.726976,3.43357,-89.255767
155162,AUTUMN RIDGE REHABILITATION CENTRE,WABASH,IN,46992,Wabash,Government - County,75,58,Medicare and Medicaid,False,False,Yes,5.0,4.0,3.0,4.0,15.333,0,1,0,$0.00,0,0,"600 WASHINGTON AVE
WABASH, IN 46992
(40.806038, -85.813897)",09/01/2016,40.806038,3.57516,-85.813897
145730,CONTINENTAL NURSING & REHAB CENTER,CHICAGO,IL,60625,Cook,For profit - Individual,208,160,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,148.5,2,16,0,$0.00,1,1,"5336 NORTH WESTERN AVENUE
CHICAGO, IL 60625
(41.977855, -87.689305)",09/01/2016,41.977855,3.27122,-87.689305
145443,ROLLING HILLS MANOR,ZION,IL,60099,Lake,Non profit - Corporation,115,107,Medicare and Medicaid,False,False,Yes,5.0,5.0,4.0,4.0,8.0,0,3,0,$0.00,0,0,"3615 16TH STREET
ZION, IL 60099
(42.465718, -87.865074)",09/01/2016,42.465718,5.13407,-87.865074
145324,PRESENCE RESURRECTION N & R,PARK RIDGE,IL,60068,Cook,Non profit - Corporation,296,203,Medicare and Medicaid,False,False,Yes,4.0,3.0,3.0,5.0,42.667,0,2,0,$0.00,0,0,"1001 NORTH GREENWOOD AVENUE
PARK RIDGE, IL 60068
(42.026391, -87.840603)",09/01/2016,42.026391,3.62762,-87.840603
145626,GENERATIONS OAKTON PAVILLION,DES PLAINES,IL,60018,Cook,For profit - Partnership,275,135,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,3.0,84.667,2,6,1,$6435.00,0,1,"1660 OAKTON PLACE
DES PLAINES, IL 60018
(42.021954, -87.897914)",09/01/2016,42.021954,2.72045,-87.897914
145518,MAR KA NURSING HOME,MASCOUTAH,IL,62258,St. Clair,For profit - Individual,76,51,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,69.0,0,1,0,$0.00,0,0,"201 SOUTH 10TH STREET
MASCOUTAH, IL 62258
(38.490934, -89.812202)",09/01/2016,38.490934,3.7569,-89.812202
115670,ROCKDALE HEALTHCARE CENTER,CONYERS,GA,30012,Rockdale,For profit - Corporation,102,101,Medicare and Medicaid,False,False,Yes,4.0,5.0,1.0,1.0,0.0,0,0,0,$0.00,0,0,"1510 RENIASSANCE DRIVE
CONYERS, GA 30012
(33.681285, -83.988488)",09/01/2016,33.681285,2.47345,-83.988488
146110,SMITH CROSSING,ORLAND PARK,IL,60467,Cook,Non profit - Corporation,46,43,Medicare and Medicaid,False,False,Yes,5.0,5.0,4.0,5.0,8.0,0,3,0,$0.00,0,0,"10501 EMILIE LANE
ORLAND PARK, IL 60467
(41.557067, -87.873796)",09/01/2016,41.557067,3.95253,-87.873796
145620,MERCY REHAB AND CARE CENTER,SWANSEA,IL,62220,St. Clair,For profit - Individual,120,90,Medicare and Medicaid,False,False,Yes,1.0,1.0,4.0,4.0,126.833,0,12,1,$65500.00,0,1,"100 ROSEWOOD VILLAGE DRIVE
SWANSEA, IL 62220
(38.544423, -89.986619)",09/01/2016,38.544423,4.36934,-89.986619
115667,"COBBLESTONE REHABILITATION &HEALTHCARE CENTER, LLC",MOULTRIE,GA,31768,Colquitt,For profit - Corporation,59,50,Medicare and Medicaid,False,False,Yes,3.0,4.0,4.0,4.0,5.333,0,0,0,$0.00,0,0,"101 COBBLESTONE TRACE
MOULTRIE, GA 31768
(31.127811, -83.768189)",09/01/2016,31.127811,3.77791,-83.768189
145329,NORRIDGE GARDENS,NORRIDGE,IL,60634,Cook,For profit - Corporation,292,237,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,38.667,1,6,0,$0.00,0,0,"7001 WEST CULLOM
NORRIDGE, IL 60634
(41.957777, -87.803005)",09/01/2016,41.957777,3.70649,-87.803005
155215,PLAINFIELD HEALTH CARE CENTER,PLAINFIELD,IN,46168,Hendricks,Non profit - Corporation,189,84,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,3.0,34.667,0,7,0,$0.00,0,0,"3700 CLARKS CREEK RD
PLAINFIELD, IN 46168
(39.708384, -86.370936)",09/01/2016,39.708384,3.91358,-86.370936
155203,HILLCREST VILLAGE,JEFFERSONVILLE,IN,47130,Clark,For profit - Corporation,149,130,Medicare and Medicaid,False,False,Yes,5.0,4.0,3.0,3.0,16.667,0,4,0,$0.00,0,0,"203 SPARKS AVE
JEFFERSONVILLE, IN 47130
(38.281776, -85.748127)",09/01/2016,38.281776,3.47975,-85.748127
145523,APERION CARE AMBOY,AMBOY,IL,61310,Lee,For profit - Corporation,97,49,Medicare and Medicaid,False,False,Yes,3.0,4.0,2.0,3.0,26.667,0,12,0,$0.00,0,0,"15 WEST WASSON ROAD
AMBOY, IL 61310
(41.722188, -89.334833)",09/01/2016,41.722188,2.9435,-89.334833
155095,HERITAGE PARK,FORT WAYNE,IN,46805,Allen,Government - Hospital district,180,157,Medicare and Medicaid,False,False,Yes,5.0,4.0,3.0,3.0,20.0,0,4,0,$0.00,0,0,"2001 HOBSON RD
FORT WAYNE, IN 46805
(41.094621, -85.098417)",09/01/2016,41.094621,3.61425,-85.098417
14E848,DECATUR REHAB & HEALTH CARE CT,DECATUR,IL,62522,Macon,For profit - Corporation,58,42,Medicaid,False,False,Yes,1.0,2.0,3.0,2.0,56.0,0,3,0,$0.00,0,0,"136 SOUTH DIPPER LANE
DECATUR, IL 62522
(39.841885, -89.000862)",09/01/2016,39.841885,3.74936,-89.000862
145524,HEARTLAND OF RIVERVIEW,EAST PEORIA,IL,61611,Tazewell,For profit - Corporation,71,68,Medicare and Medicaid,False,False,Yes,4.0,3.0,2.0,3.0,42.667,0,10,0,$0.00,0,0,"500 CENTENNIAL DRIVE
EAST PEORIA, IL 61611
(40.704561, -89.527383)",09/01/2016,40.704561,2.51607,-89.527383
145333,WEST SUBURBAN NURSING & REHAB CENTER,BLOOMINGDALE,IL,60108,Du Page,For profit - Corporation,259,191,Medicare and Medicaid,False,False,Yes,2.0,2.0,2.0,4.0,61.333,0,6,0,$0.00,0,0,"311 EDGEWATER DRIVE
BLOOMINGDALE, IL 60108
(41.942354, -88.065623)",09/01/2016,41.942354,2.99689,-88.065623
145885,"MOSAIC OF MAYFIELD, THE",CHICAGO,IL,60644,Cook,For profit - Corporation,156,145,Medicare and Medicaid,False,False,Yes,1.0,2.0,1.0,1.0,61.333,0,37,0,$0.00,0,0,"5905 WEST WASHINGTON
CHICAGO, IL 60644
(41.882153, -87.772013)",09/01/2016,41.882153,2.9085,-87.772013
145572,GRAHAM HOSPITAL,CANTON,IL,61520,Fulton,Non profit - Corporation,47,26,Medicare and Medicaid,False,False,Yes,4.0,4.0,,,18.0,0,0,0,$0.00,0,0,"210 WEST WALNUT STREET
CANTON, IL 61520
(40.553254, -90.038135)",09/01/2016,40.553254,,-90.038135
145457,ST VINCENT'S HOME,QUINCY,IL,62301,Adams,For profit - Corporation,89,69,Medicare and Medicaid,False,False,Yes,2.0,1.0,5.0,5.0,90.333,0,10,3,$14203.00,0,3,"1440 NORTH 10TH STREET
QUINCY, IL 62301
(39.948897, -91.400139)",09/01/2016,39.948897,5.48318,-91.400139
155041,NORTHWEST MANOR HEALTH CARE CENTER,INDIANAPOLIS,IN,46224,Marion,Government - County,126,111,Medicare and Medicaid,False,False,Yes,5.0,4.0,3.0,3.0,18.667,0,3,1,$7020.00,0,1,"6440 W 34TH ST
INDIANAPOLIS, IN 46224
(39.816171, -86.273426)",09/01/2016,39.816171,3.71802,-86.273426
145942,OAK LAWN RESPIRATORY & REHAB,OAK LAWN,IL,60453,Cook,For profit - Corporation,143,80,Medicare and Medicaid,False,False,Yes,3.0,3.0,2.0,3.0,48.0,0,36,1,$7000.00,0,1,"9525 SOUTH MAYFIELD
OAK LAWN, IL 60453
(41.718817, -87.767641)",09/01/2016,41.718817,3.15576,-87.767641
145963,ALDEN ESTATES OF ORLAND PARK,ORLAND PARK,IL,60462,Cook,For profit - Corporation,200,137,Medicare and Medicaid,False,False,Yes,2.0,2.0,2.0,4.0,58.667,2,14,1,$2633.00,0,1,"16450 SOUTH 97TH AVENUE
ORLAND PARK, IL 60462
(41.590976, -87.85478)",09/01/2016,41.590976,3.10619,-87.85478
135066,POWER COUNTY NURSING HOME,AMERICAN FALLS,ID,83211,Power,Government - Hospital district,20,13,Medicare and Medicaid,True,False,Yes,3.0,2.0,4.0,4.0,83.333,0,1,1,$1300.00,0,1,"510 ROOSEVELT STREET
AMERICAN FALLS, ID 83211
(42.781902, -112.848285)",09/01/2016,42.781902,6.45531,-112.848285
146080,COUNTRYVIEW CARE CENTER-MACOMB,MACOMB,IL,61455,Mc Donough,For profit - Corporation,62,52,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,320.0,1,10,1,$130389.00,1,2,"400 WEST GRANT STREET
MACOMB, IL 61455
(40.447738, -90.67644)",09/01/2016,40.447738,3.77482,-90.67644
