Federal Provider Number,Provider Name,Provider City,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Automatic Sprinkler Systems in All Required Areas,Location,Processing Date,Latitude,Longitude,Adjusted Total Nurse Staffing Hours per Resident per Day,performance_id
025034,PROVIDENCE VALDEZ MEDICAL CENTER,VALDEZ,99686,Valdez Cordova,Government - City,10,9,Medicare and Medicaid,True,Yes,"911 MEALS AVENUE
VALDEZ, AK 99686
(61.13386, -146.34998)",09/01/2016,61.13386,-146.34998,8.93723,786
045340,RUSSELLVILLE NURSING AND REHABILITATION CENTER,RUSSELLVILLE,72801,Pope,For profit - Corporation,100,89,Medicare and Medicaid,False,Yes,"215 SOUTH PORTLAND AVENUE
RUSSELLVILLE, AR 72801
(35.291515, -93.170899)",09/01/2016,35.291515,-93.170899,5.06772,787
055480,THE CALIFORNIAN-PASADENA,PASADENA,91105,Los Angeles,For profit - Corporation,82,58,Medicare and Medicaid,False,Yes,"120 BELLEFONTAINE STREET
PASADENA, CA 91105
(34.131583, -118.15285)",09/01/2016,34.131583,-118.15285,4.2506,788
055894,BROADWAY BY THE SEA,LONG BEACH,90803,Los Angeles,For profit - Corporation,98,83,Medicare and Medicaid,False,Yes,"2725 E BROADWAY
LONG BEACH, CA 90803
(33.765723, -118.160051)",09/01/2016,33.765723,-118.160051,4.97488,789
035085,VILLA CAMPANA REHABILITATION HOSPITAL LLC,TUCSON,85710,Pima,For profit - Corporation,120,72,Medicare and Medicaid,False,Yes,"6651 EAST CARONDELET DRIVE
TUCSON, AZ 85710
(32.2257, -110.851307)",09/01/2016,32.2257,-110.851307,4.56172,790
056158,COLLEGE OAK NURSING &  REHABILITATION CENTER,SACRAMENTO,95841,Sacramento,For profit - Corporation,120,90,Medicare and Medicaid,False,Yes,"4635 COLLEGE OAK DRIVE
SACRAMENTO, CA 95841
(38.649698, -121.350576)",09/01/2016,38.649698,-121.350576,5.11182,791
056177,DOUBLE TREE POST-ACUTE CARE CENTER,SACRAMENTO,95822,Sacramento,For profit - Corporation,122,111,Medicare and Medicaid,False,Yes,"7400 24TH STREET
SACRAMENTO, CA 95822
(38.489405, -121.480356)",09/01/2016,38.489405,-121.480356,3.86823,792
045458,COTTAGE LANE HEALTH AND REHAB,LITTLE ROCK,72205,Pulaski,For profit - Corporation,143,71,Medicare and Medicaid,False,Yes,"800 BROOKSIDE DRIVE
LITTLE ROCK, AR 72205
(34.758904, -92.373136)",09/01/2016,34.758904,-92.373136,,793
035267,THE RIVER GARDENS REHAB AND CARE CENTER,BULLHEAD CITY,86442,Mohave,For profit - Partnership,90,40,Medicare and Medicaid,False,Yes,"2150 SILVER CREEK ROAD
BULLHEAD CITY, AZ 86442
(35.112592, -114.567805)",09/01/2016,35.112592,-114.567805,3.95673,794
045307,JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,71603,Jefferson,Non profit - Corporation,25,11,Medicare,True,Yes,"1600 WEST 40TH AVENUE
PINE BLUFF, AR 71603
(34.189066, -92.018466)",09/01/2016,34.189066,-92.018466,8.87589,795
055331,"SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP",SAN RAFAEL,94901,Marin,For profit - Corporation,54,46,Medicare and Medicaid,False,Yes,"1601 5TH AVENUE
SAN RAFAEL, CA 94901
(37.97489, -122.535372)",09/01/2016,37.97489,-122.535372,7.76501,796
055116,LINDA MAR CARE CENTER,PACIFICA,94044,San Mateo,For profit - Corporation,59,43,Medicare and Medicaid,False,Yes,"751 SAN PEDRO TERRACE ROAD
PACIFICA, CA 94044
(37.589008, -122.501234)",09/01/2016,37.589008,-122.501234,5.02543,797
015457,KIRKWOOD BY THE RIVER,BIRMINGHAM,35210,Jefferson,Non profit - Church related,61,56,Medicare,False,Yes,"3605 RATLIFF ROAD
BIRMINGHAM, AL 35210
(33.54277, -86.634368)",09/01/2016,33.54277,-86.634368,4.74618,798
055078,PARKWAY HILLS NURSING & REHABILITATION,LA MESA,91942,San Diego,For profit - Corporation,60,54,Medicare and Medicaid,False,Yes,"7760 PARKWAY DRIVE
LA MESA, CA 91942
(32.774174, -117.029597)",09/01/2016,32.774174,-117.029597,4.17795,799
045353,"HIGHLAND COURT, A REHABILITATION AND RESIDENT CARE",MARSHALL,72650,Searcy,Non profit - Corporation,78,63,Medicare and Medicaid,False,Yes,"942 NORTH HIGHWAY
MARSHALL, AR 72650
(35.899047, -92.677053)",09/01/2016,35.899047,-92.677053,3.79372,800
045191,GOOD SAMARITAN SOCIETY - HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE,71909,Garland,Non profit - Corporation,50,42,Medicare and Medicaid,False,Yes,"121 CORTEZ RD
HOT SPRINGS VILLAGE, AR 71909
(34.67645, -92.964705)",09/01/2016,34.67645,-92.964705,4.12689,801
045409,"PRAIRIE GROVE HEALTH AND REHABILITATION, LLC",PRAIRIE GROVE,72753,Washington,For profit - Corporation,70,58,Medicare and Medicaid,False,Yes,"621 SOUTH MOCK STREET
PRAIRIE GROVE, AR 72753
(35.968227, -94.317755)",09/01/2016,35.968227,-94.317755,5.07382,802
055076,SPRING VALLEY POST ACUTE LLC,VICTORVILLE,92392,San Bernardino,For profit - Partnership,126,108,Medicare and Medicaid,False,Yes,"14973 HESPERIA ROAD
VICTORVILLE, CA 92392
(34.523188, -117.296451)",09/01/2016,34.523188,-117.296451,4.20262,803
035090,PUEBLO NORTE SENIOR LIVING COMMUNITY,SCOTTSDALE,85254,Maricopa,For profit - Corporation,84,65,Medicare,False,Yes,"7100 EAST MESCAL STREET
SCOTTSDALE, AZ 85254
(33.586667, -111.928414)",09/01/2016,33.586667,-111.928414,4.73089,804
035087,NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER,PHOENIX,85020,Maricopa,For profit - Corporation,155,146,Medicare and Medicaid,False,Yes,"9155 NORTH THIRD STREET
PHOENIX, AZ 85020
(33.569654, -112.069541)",09/01/2016,33.569654,-112.069541,4.21841,805
056048,PACIFIC COAST MANOR,CAPITOLA,95010,Santa Cruz,For profit - Corporation,99,90,Medicare and Medicaid,False,Yes,"1935 WHARF ROAD
CAPITOLA, CA 95010
(36.977519, -121.957314)",09/01/2016,36.977519,-121.957314,4.13702,806
035274,CAREMERIDIAN-PHOENIX,PHOENIX,85008,Maricopa,For profit - Corporation,31,16,Medicare and Medicaid,False,Yes,"5301 EAST THOMAS ROAD
PHOENIX, AZ 85008
(33.480036, -111.966609)",09/01/2016,33.480036,-111.966609,7.0226,807
055255,CORONA HEALTH CARE CENTER,CORONA,92879,Riverside,For profit - Corporation,99,84,Medicare and Medicaid,False,Yes,"1400 CIRCLE CITY DRIVE
CORONA, CA 92879
(33.871753, -117.549025)",09/01/2016,33.871753,-117.549025,4.10921,808
056026,"EMPRESS CARE CENTER, LLC",SAN JOSE,95128,Santa Clara,For profit - Corporation,67,62,Medicare and Medicaid,False,Yes,"1299 S BASCOM AVENUE
SAN JOSE, CA 95128
(37.301817, -121.931791)",09/01/2016,37.301817,-121.931791,3.82942,809
015440,"HUNTSVILLE HEALTH & REHABILITATION, LLC",HUNTSVILLE,35802,Madison,For profit - Corporation,105,98,Medicare and Medicaid,False,Yes,"4010 CHRIS DRIVE
HUNTSVILLE, AL 35802
(34.677398, -86.578866)",09/01/2016,34.677398,-86.578866,3.48951,810
055991,MISSION TERRACE CONVALESCENT HOSPITAL,SANTA BARBARA,93105,Santa Barbara,For profit - Corporation,138,83,Medicare,False,Yes,"623 W JUNIPERO ST
SANTA BARBARA, CA 93105
(34.427808, -119.72713)",09/01/2016,34.427808,-119.72713,5.94376,811
045358,RICH MOUNTAIN NURSING AND REHABILITATION CENTER,MENA,71953,Polk,For profit - Corporation,115,83,Medicare and Medicaid,False,Yes,"306 HORNBECK
MENA, AR 71953
(34.583101, -94.22831)",09/01/2016,34.583101,-94.22831,3.82193,812
056117,THE ROWLAND,COVINA,91723,Los Angeles,For profit - Corporation,126,113,Medicare and Medicaid,False,Yes,"330 W ROWLAND AVE
COVINA, CA 91723
(34.078968, -117.895054)",09/01/2016,34.078968,-117.895054,3.02353,813
056035,GOLDEN LIVINGCENTER - SHAFTER,SHAFTER,93263,Kern,For profit - Corporation,99,93,Medicare and Medicaid,False,Yes,"140 EAST TULARE AVENUE
SHAFTER, CA 93263
(35.507077, -119.276705)",09/01/2016,35.507077,-119.276705,3.52279,814
055758,NORTH WALK VILLA CONVAL. HOSP.,NORWALK,90650,Los Angeles,For profit - Corporation,59,54,Medicare and Medicaid,False,Yes,"12350 ROSECRANS
NORWALK, CA 90650
(33.902225, -118.069448)",09/01/2016,33.902225,-118.069448,3.64482,815
056258,WINDSOR REDDING CARE CENTER,REDDING,96001,Shasta,For profit - Corporation,113,74,Medicare and Medicaid,False,Yes,"2490 COURT STREET
REDDING, CA 96001
(40.573314, -122.392227)",09/01/2016,40.573314,-122.392227,4.83154,816
04E090,NEWTON COUNTY NURSING HOME,JASPER,72641,Newton,Non profit - Corporation,70,59,Medicaid,False,Yes,"610 EAST COURT STREET
JASPER, AR 72641
(36.009399, -93.184601)",09/01/2016,36.009399,-93.184601,4.28593,817
045301,OAK MANOR NURSING AND REHABILITATION CENTER INC,BOONEVILLE,72927,Logan,For profit - Corporation,120,76,Medicare and Medicaid,False,Yes,"150 MORTON AVENUE
BOONEVILLE, AR 72927
(35.139123, -93.935892)",09/01/2016,35.139123,-93.935892,5.56142,818
055150,WINDSOR MANOR REHABILITATION CENTER,CONCORD,94521,Contra Costa,For profit - Corporation,190,152,Medicare and Medicaid,False,Yes,"3806 CLAYTON ROAD
CONCORD, CA 94521
(37.968902, -122.005563)",09/01/2016,37.968902,-122.005563,3.50048,819
055523,ROYAL OAKS CONVALESCENT HOSP,GLENDALE,91206,Los Angeles,For profit - Corporation,136,121,Medicare and Medicaid,False,Yes,"250 N VERDUGO ROAD
GLENDALE, CA 91206
(34.149647, -118.235992)",09/01/2016,34.149647,-118.235992,3.51766,820
055457,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,NORWALK,90650,Los Angeles,For profit - Corporation,86,86,Medicare and Medicaid,False,Yes,"12627 STUDEBAKER ROAD
NORWALK, CA 90650
(33.916366, -118.099318)",09/01/2016,33.916366,-118.099318,3.74243,821
015642,MEADOWBROOK EXTENDED CARE,BIRMINGHAM,35242,Shelby,For profit - Corporation,32,27,Medicare and Medicaid,False,Yes,"700 CORPORATE RIDGE
BIRMINGHAM, AL 35242
(33.416125, -86.690197)",09/01/2016,33.416125,-86.690197,6.47623,822
045284,POCAHONTAS HEALTHCARE AND REHABILITATION CENTER,POCAHONTAS,72455,Randolph,For profit - Corporation,97,64,Medicare and Medicaid,False,Yes,"105 COUNTRY CLUB ROAD
POCAHONTAS, AR 72455
(36.288811, -90.995917)",09/01/2016,36.288811,-90.995917,3.89229,823
055057,LAFAYETTE CARE CENTER,LAFAYETTE,94549,Contra Costa,For profit - Corporation,52,46,Medicare and Medicaid,False,Yes,"1010 1ST STREET
LAFAYETTE, CA 94549
(37.893274, -122.11641)",09/01/2016,37.893274,-122.11641,3.27376,824
056118,GLADSTONE CARE AND REHABILITAT,GLENDORA,91740,Los Angeles,For profit - Corporation,118,96,Medicare and Medicaid,False,Yes,"435 E GLADSTONE AVENUE
GLENDORA, CA 91740
(34.113921, -117.856169)",09/01/2016,34.113921,-117.856169,4.73995,825
055568,SIERRA VALLEY REHAB CENTER,PORTERVILLE,93257,Tulare,For profit - Corporation,139,132,Medicare and Medicaid,False,Yes,"301 WEST PUTNAM
PORTERVILLE, CA 93257
(36.069525, -119.0234)",09/01/2016,36.069525,-119.0234,4.06923,826
035128,ACUITY SPECIALTY HOSPITAL OF ARIZONA AT SUN CITY,SUN CITY,85351,Maricopa,For profit - Corporation,60,45,Medicare and Medicaid,True,Yes,"13818 NORTH THUNDERBIRD BOULEVARD
SUN CITY, AZ 85351
(33.609623, -112.298081)",09/01/2016,33.609623,-112.298081,3.16759,827
035225,SUN CITY HEALTH AND REHABILITATION CENTER,SUN CITY,85373,Maricopa,For profit - Partnership,118,67,Medicare and Medicaid,False,Yes,"9940 WEST UNION HILLS DRIVE
SUN CITY, AZ 85373
(33.652601, -112.280455)",09/01/2016,33.652601,-112.280455,3.71123,828
035284,ARIZONA STATE VETERAN HOME-TUCSON,TUCSON,85713,Pima,Government - State,120,113,Medicare and Medicaid,False,Yes,"555 EAST AJO WAY
TUCSON, AZ 85713
(32.177887, -110.961518)",09/01/2016,32.177887,-110.961518,5.28669,829
055052,BLOOMFIELD EAST,LYNWOOD,90262,Los Angeles,For profit - Corporation,130,123,Medicare and Medicaid,False,Yes,"3615 E IMPERIAL HIWY
LYNWOOD, CA 90262
(33.930954, -118.203977)",09/01/2016,33.930954,-118.203977,4.14637,830
056076,ANAHEIM TERRACE CARE CENTER,ANAHEIM,92804,Orange,For profit - Corporation,99,83,Medicare and Medicaid,False,Yes,"141 SOUTH KNOTT AVENUE
ANAHEIM, CA 92804
(33.830367, -118.010938)",09/01/2016,33.830367,-118.010938,3.98667,831
056169,ALAMITOS WEST HEALTH CARE CENTER,LOS ALAMITOS,90720,Orange,For profit - Partnership,194,113,Medicare and Medicaid,False,Yes,"3902 KATELLA AVENUE
LOS ALAMITOS, CA 90720
(33.803006, -118.064282)",09/01/2016,33.803006,-118.064282,3.81429,832
045396,"ST JOHNS PLACE OF ARKANSAS, LLC",FORDYCE,71742,Dallas,For profit - Corporation,126,70,Medicare and Medicaid,False,Yes,"1400 HWY 79 167 BYPASS
FORDYCE, AR 71742
(33.82387, -92.430695)",09/01/2016,33.82387,-92.430695,4.43413,833
055807,SHASTA VIEW NURSING CENTER,WEED,96094,Siskiyou,For profit - Corporation,59,33,Medicare and Medicaid,False,Yes,"445 PARK STREET
WEED, CA 96094
(41.426427, -122.386289)",09/01/2016,41.426427,-122.386289,5.80802,834
045155,ASH FLAT HEALTHCARE AND REHABILITATION CENTER,ASH FLAT,72513,Sharp,For profit - Corporation,105,62,Medicare and Medicaid,False,Yes,"66 OZBIRN LANE
ASH FLAT, AR 72513
(36.22973, -91.608804)",09/01/2016,36.22973,-91.608804,4.86515,835
035095,DESERT COVE NURSING CENTER,CHANDLER,85224,Maricopa,For profit - Corporation,120,87,Medicare and Medicaid,False,Yes,"1750 WEST FRYE ROAD
CHANDLER, AZ 85224
(33.298693, -111.872798)",09/01/2016,33.298693,-111.872798,3.6218,836
055557,CREEKSIDE CARE CENTER,YUCAIPA,92399,San Bernardino,For profit - Partnership,59,59,Medicare and Medicaid,False,Yes,"35253 AVENUE
YUCAIPA, CA 92399
(34.010304, -117.035457)",09/01/2016,34.010304,-117.035457,3.95587,837
045271,OAK RIDGE NURSING HOME,EL DORADO,71730,Union,For profit - Corporation,180,90,Medicare and Medicaid,False,Yes,"501 HUDSON ST
EL DORADO, AR 71730
(33.207837, -92.641362)",09/01/2016,33.207837,-92.641362,5.07067,838
015460,CHARLTON PLACE REHAB AND HEALTHCARE CENTER,DEATSVILLE,36022,Elmore,For profit - Corporation,65,60,Medicare and Medicaid,False,Yes,"65 CHARLTON PLACE
DEATSVILLE, AL 36022
(32.504525, -86.416692)",09/01/2016,32.504525,-86.416692,3.49236,839
055718,MONTCLAIR MANOR CARE CENTER,MONTCLAIR,91763,San Bernardino,For profit - Individual,59,56,Medicare and Medicaid,False,Yes,"5119 BANDERA STREET
MONTCLAIR, CA 91763
(34.065018, -117.693551)",09/01/2016,34.065018,-117.693551,3.49304,840
055182,LEMON GROVE CARE AND REHABILITATION CENTER,LEMON GROVE,91945,San Diego,For profit - Corporation,158,144,Medicare and Medicaid,False,Yes,"8351 BROADWAY
LEMON GROVE, CA 91945
(32.747103, -117.017544)",09/01/2016,32.747103,-117.017544,4.84687,841
045436,"PRESBYTERIAN VILLAGE, INC",LITTLE ROCK,72205,Pulaski,Non profit - Corporation,78,70,Medicare and Medicaid,False,Yes,"500 BROOKSIDE DRIVE
LITTLE ROCK, AR 72205
(34.757403, -92.373076)",09/01/2016,34.757403,-92.373076,4.40504,842
056242,WESTLAKE CONVALESCENT HOSPITAL,LOS ANGELES,90057,Los Angeles,For profit - Corporation,114,95,Medicare and Medicaid,False,Yes,"316 S WESTLAKE AVENUE
LOS ANGELES, CA 90057
(34.06202, -118.271706)",09/01/2016,34.06202,-118.271706,2.45003,843
055072,ROSECRANS CARE CENTER,GARDENA,90247,Los Angeles,For profit - Corporation,99,99,Medicare and Medicaid,False,Yes,"1140 WEST ROSECRANS AVENUE
GARDENA, CA 90247
(33.901896, -118.295059)",09/01/2016,33.901896,-118.295059,4.48621,844
055604,REDWOOD SPRINGS HEALTHCARE CENTER,VISALIA,93292,Tulare,For profit - Corporation,176,162,Medicare and Medicaid,False,Yes,"1925 E HOUSTON AVE
VISALIA, CA 93292
(36.341888, -119.271091)",09/01/2016,36.341888,-119.271091,3.02442,845
045203,BATESVILLE HEALTH AND REHAB,BATESVILLE,72501,Independence,For profit - Corporation,150,90,Medicare and Medicaid,False,Yes,"1975 WHITE DRIVE
BATESVILLE, AR 72501
(35.79127, -91.604978)",09/01/2016,35.79127,-91.604978,3.85065,846
035172,"HAVEN OF SAFFORD, LLC",SAFFORD,85546,Graham,For profit - Corporation,128,77,Medicare and Medicaid,False,Yes,"1933 PEPPERTREE DRIVE
SAFFORD, AZ 85546
(32.815157, -109.731413)",09/01/2016,32.815157,-109.731413,3.93585,847
045147,BROOKRIDGE COVE REHABILITATION AND CARE  CENTER,MORRILTON,72110,Conway,Non profit - Corporation,118,73,Medicare and Medicaid,False,Yes,"1000 BROOKRIDGE LANE
MORRILTON, AR 72110
(35.167994, -92.733453)",09/01/2016,35.167994,-92.733453,4.44115,848
035137,LIFESTREAM AT COOK HEALTH CARE,YOUNGTOWN,85363,Maricopa,Non profit - Other,128,97,Medicare and Medicaid,False,Yes,"11527 WEST PEORIA AVE
YOUNGTOWN, AZ 85363
(33.580016, -112.304715)",09/01/2016,33.580016,-112.304715,3.97014,849
045140,SEARCY HEALTH AND REHAB,SEARCY,72143,White,For profit - Corporation,245,132,Medicare and Medicaid,False,Yes,"1205 SKYLINE DRIVE
SEARCY, AR 72143
(35.24552, -91.757825)",09/01/2016,35.24552,-91.757825,4.30445,850
045413,METHODIST HEALTH AND REHAB,FORT SMITH,72903,Sebastian,Non profit - Corporation,145,119,Medicare and Medicaid,False,Yes,"1915 SOUTH 74TH ST
FORT SMITH, AR 72903
(35.363578, -94.350704)",09/01/2016,35.363578,-94.350704,4.82364,851
035205,SUNCREST HEALTHCARE CENTER,PHOENIX,85040,Maricopa,Non profit - Corporation,115,77,Medicare and Medicaid,False,Yes,"2211 EAST SOUTHERN AVENUE
PHOENIX, AZ 85040
(33.393072, -112.033525)",09/01/2016,33.393072,-112.033525,3.68785,852
045254,VILLAGE SPRINGS HEALTH AND REHABILITATION,HOT SPRINGS,71901,Garland,For profit - Corporation,120,84,Medicare and Medicaid,False,Yes,"1208 HIGHWAY
HOT SPRINGS, AR 71901
(34.404712, -93.06527)",09/01/2016,34.404712,-93.06527,4.38488,853
055862,ROSE GARDEN CONVALESCENT CTR,PASADENA,91103,Los Angeles,For profit - Corporation,99,86,Medicare and Medicaid,False,Yes,"1899 N RAYMOND AVE
PASADENA, CA 91103
(34.178301, -118.149176)",09/01/2016,34.178301,-118.149176,3.77934,854
045199,HEARTLAND REHABILITATION AND CARE CENTER,BENTON,72015,Saline,Non profit - Corporation,119,103,Medicare and Medicaid,False,Yes,"19701 INTERSTATE
BENTON, AR 72015
(34.598973, -92.551295)",09/01/2016,34.598973,-92.551295,3.88552,855
056155,OAKDALE NURSING AND REHABILITATION CENTER,OAKDALE,95361,Stanislaus,Government - Hospital district,115,95,Medicare and Medicaid,True,Yes,"275 SOUTH OAK AVENUE
OAKDALE, CA 95361
(37.758846, -120.860855)",09/01/2016,37.758846,-120.860855,4.33299,856
045201,CHAPEL WOODS HEALTH AND REHABILITATION,WARREN,71671,Bradley,For profit - Corporation,140,87,Medicare and Medicaid,False,Yes,"1440 EAST CHURCH
WARREN, AR 71671
(33.607919, -92.034859)",09/01/2016,33.607919,-92.034859,4.27625,857
056190,CHANDLER CONVALESCENT HOSPITAL,GLENDALE,91204,Los Angeles,For profit - Corporation,106,95,Medicare and Medicaid,False,Yes,"525 SOUTH CENTRAL AVENUE
GLENDALE, CA 91204
(34.139058, -118.257868)",09/01/2016,34.139058,-118.257868,3.93466,858
035003,THE TERRACES OF PHOENIX,PHOENIX,85020,Maricopa,Non profit - Corporation,64,53,Medicare,False,Yes,"7550 NORTH 16TH STREET
PHOENIX, AZ 85020
(33.546542, -112.047588)",09/01/2016,33.546542,-112.047588,5.29124,859
055848,KINDRED NURSING AND HEALTHCARE-VICTORIAN,SAN FRANCISCO,94115,San Francisco,For profit - Corporation,90,89,Medicare and Medicaid,False,Yes,"2121 PINE STREET
SAN FRANCISCO, CA 94115
(37.788276, -122.431104)",09/01/2016,37.788276,-122.431104,3.62763,860
055817,MONTE VISTA HEALTHCARE CENTER,DUARTE,91010,Los Angeles,For profit - Corporation,69,66,Medicare and Medicaid,False,Yes,"802 BUENA VISTA STREET
DUARTE, CA 91010
(34.143125, -117.977553)",09/01/2016,34.143125,-117.977553,4.85877,861
015437,"FOLSOM CENTER FOR REHABILITATION AND HEALTHCARE, T",CULLMAN,35055,Cullman,For profit - Corporation,102,94,Medicare and Medicaid,False,Yes,"401 ARNOLD STREET N E
CULLMAN, AL 35055
(34.181126, -86.840689)",09/01/2016,34.181126,-86.840689,4.91978,862
055612,SHADOWBROOK HEALTH CARE,OROVILLE,95966,Butte,For profit - Corporation,50,44,Medicare and Medicaid,False,Yes,"1 GILMORE LANE
OROVILLE, CA 95966
(39.507796, -121.540566)",09/01/2016,39.507796,-121.540566,4.0307,863
035145,DEVON GABLES REHABILITATION CENTER,TUCSON,85712,Pima,For profit - Corporation,312,243,Medicare and Medicaid,False,Yes,"6150 EAST GRANT ROAD
TUCSON, AZ 85712
(32.250573, -110.860892)",09/01/2016,32.250573,-110.860892,3.87984,864
015372,REGENCY HEALTH CARE AND REHABILITATION CENTER,HUNTSVILLE,35810,Madison,For profit - Partnership,60,59,Medicare and Medicaid,False,Yes,"2004 MAX LUTHER DRIVE
HUNTSVILLE, AL 35810
(34.758263, -86.597052)",09/01/2016,34.758263,-86.597052,5.62151,657
035071,MISSION PALMS OF MESA HEALTH AND REHABILITATION CE,MESA,85206,Maricopa,For profit - Corporation,100,50,Medicare and Medicaid,False,Yes,"6458 EAST BROADWAY ROAD
MESA, AZ 85206
(33.408661, -111.691161)",09/01/2016,33.408661,-111.691161,4.31706,865
055042,ALTA VISTA HEALTHCARE & WELLNESS CENTRE,RIVERSIDE,92503,Riverside,For profit - Corporation,99,85,Medicare and Medicaid,False,Yes,"9020 GARFIELD STREET
RIVERSIDE, CA 92503
(33.928596, -117.440195)",09/01/2016,33.928596,-117.440195,3.41254,866
055372,ELMCREST CARE CENTER,EL MONTE,91733,Los Angeles,For profit - Corporation,96,84,Medicare and Medicaid,False,Yes,"3111 SANTA ANITA AVE
EL MONTE, CA 91733
(34.064548, -118.042695)",09/01/2016,34.064548,-118.042695,3.41593,867
055481,VIENNA NURSING AND REHABILITATION CENTER,LODI,95242,San Joaquin,For profit - Corporation,150,145,Medicare and Medicaid,False,Yes,"800 SO HAM LANE
LODI, CA 95242
(38.124124, -121.288212)",09/01/2016,38.124124,-121.288212,4.33814,868
045181,PRESCOTT MANOR NURSING CENTER,PRESCOTT,71857,Nevada,For profit - Corporation,111,47,Medicare and Medicaid,False,Yes,"700 MANOR DRIVE
PRESCOTT, AR 71857
(33.787601, -93.380341)",09/01/2016,33.787601,-93.380341,5.15046,869
045387,"BRIARWOOD NURSING AND REHABILITATION CENTER,INC",LITTLE ROCK,72205,Pulaski,For profit - Corporation,120,117,Medicare and Medicaid,False,Yes,"516 SOUTH RODNEY PARHAM ROAD
LITTLE ROCK, AR 72205
(34.748843, -92.363337)",09/01/2016,34.748843,-92.363337,5.09416,870
055223,SAN JACINTO HEALTHCARE,HEMET,92543,Riverside,For profit - Partnership,99,64,Medicare and Medicaid,False,Yes,"275 NORTH SAN JACINTO STREET
HEMET, CA 92543
(33.750772, -116.958656)",09/01/2016,33.750772,-116.958656,4.59197,871
035217,SCOTTSDALE VILLAGE SQUARE,SCOTTSDALE,85257,Maricopa,For profit - Individual,141,95,Medicare and Medicaid,False,Yes,"2620 NORTH 68TH STREET
SCOTTSDALE, AZ 85257
(33.477565, -111.934768)",09/01/2016,33.477565,-111.934768,5.8116,872
055401,MEADOWBROOK HEALTH CARE CENTER,HEMET,92543,Riverside,For profit - Corporation,64,50,Medicare and Medicaid,False,Yes,"461 E JOHNSTON AVENUE
HEMET, CA 92543
(33.733059, -116.968094)",09/01/2016,33.733059,-116.968094,5.73709,873
